RecallID,RecallNumber,RetailerFirm
6683,16125,"RacerMate and bicycle stores nationwide from November 1997 through November 2008 for about $1,500."
6681,16120,"GE Lighting authorized dealers and electrical distributors nationwide, including Crescent Electric Supply Company, Graybar and W.W. Grainger Industrial Supply from September 2015 through December 2015 for between $250 and $300."
6680,16121,"Specialty bicycle stores nationwide from March 2015 through December 2015 for about $47 for the stainless steel quick release and about $84 for the titanium quick release. Wheel sets equipped with the quick releases were sold for between $1,000 and $3,600."
6679,16122,"Speciality bicycle stores nationwide from May 2010 through January 2015. The front hubs sold for about $215. Complete front wheels with the hubs sold for between $1,035 and $1,325. The front wheel was also sold as a wheel set with a rear wheel for between $2,300 and $2,950."
6678,16119,"Distributors, contractors and gasoline stations nationwide from April 2015 through September 2015 for swivel fittings with �-inch hoses and May 2015 through October 2015 for swivel fittings with 1-inch hoses. The hose/swivel fitting sets were sold for between $18 and $400."
6676,16733,Room & Board stores nationwide and online at www.roomandboard.com from May 2015 through December 2015 for between $350 and $520 for the arm chairs and between $300 and $400 for the side chairs?.
6675,16732,"Independent pool supply stores and dealers nationwide from September 2014 to November 2014 for about $3,000."
6674,16731,Heating and plumbing contractors that install Williamson-Thermoflo heating and plumbing equipment nationwide from April 2015 through November 2015 for about $500 for the burners.
6672,16730,"Authorized KYMCO dealers nationwide from June 2014 through November 2015 for between $8,000 and $8,700."
6673,16116,Z Gallerie stores nationwide and online at ZGallerie.com between July 2015 and January 2016 for about $400.
6671,16115,"Lowe?s Home Improvement stores nationwide and and online at www.dlawlesshardware.com, www.flyingbulldogs.com, www.lowes.com and www.riverbend.builders from January 2013 through January 2016 for between $5 and $27."
6670,16113,"Sports and specialty stores nationwide, online at Amazon.com and other industrial supply dealers or distributors from May 2014 through January 2016 for between $240 to $280 for the flashlights and between $50 and $70 for the replacement battery packs."
6669,16112,Target Stores nationwide and online at www.target.com between December 2015 and January 2016 for about $8.
6667,16110,Grainger stores nationwide and online at Amazon.com and AmbientWeather.com from October 2012 through June 2014 for between $30 and $90.
6668,16111,PetSmart stores nationwide and online from September 2015 through December 2015 for between $15 and $64.
6666,16729,"Heating and Plumbing contractors or wholesalers to consumers nationwide from September 2015 through December 2015 for about $4,800 and $5,800."
6665,16109,"Lowe?s and specialty hardware stores nationwide and online at www.lowes.com from September 2015 through December 2015 for about $1,500."
6659,16106,"Apple stores and other home electronics stores, and online at Apple.com from January 2003 through January 2015 for about $30."
6661,16108,REI and other sporting goods stores nationwide and online at promotive.com from August 2013 through July 2015 for between $100 and $130.
6664,16727,Authorized ENVE dealers nationwide and online from June 2014 through December 2015 for about $540 for the fork.
6662,16728,"J. Crew and Crewcuts stores nationwide, the J. Crew catalog and online at www.jcrew.com from August 2015 through January 2016 for about $155."
6663,16107,Davies Office in New York and Office Furniture Depot stores in New Jersey and by other independent distributors from January 2015 through November 2015 for about $300.
6660,16105,"REI and other retailers nationwide and online, including at REI.com and Backcountry.com, from June 2015 through October 2015 for between $100 to $750."
6656,16102,"Goodman and heating and cooling equipment dealers nationwide from January 2007 through June 2008 for between $700 and $1,000."
6658,16103,Michaels stores nationwide from October 2015 through November 2015 for about $4 for the stem and $7 for the bush
6657,16104,"Michaels stores nationwide from October 2015 through November 2015 for between $5 and $20, depending upon the size of the box."
6655,16101,"Distributed in Arizona, Idaho, Kentucky, Minnesota, Montana, Nebraska, North Dakota, South Dakota, Washington, Wisconsin and Utah, delivered by various companies and sold by retailers between April 2009 and October 2015."
6654,16100,"Albee Baby, Giggle, Magic Bean, Nordstrom and other specialty stores nationwide and online at www.nuna.eu and www.wayfair.com and other online retailers from February 2013 through November 2015 for about between $250 and $300."
6653,16726,"Arctic Cat dealers nationwide from June 2015 through January 2016 for between $14,000 and $16,000."
6652,16099,Pier 1 Imports stores nationwide and online at Pier1.com from January 2015 through October 2015 for between $240 and $500.
6651,16097,Cracker Barrel Old Country Store nationwide and online at www.crackerbarrel.com from September 2015 through November 2015 for about $13.
6650,16098,"IKEA stores worldwide and online at www.ikea-usa.com from October 2012 through January 2016 for about $13 for the HYBY ceiling lamp, and from November 2002 through January 2016 for about $5 for the LOCK ceiling lamp."
6644,16096,"Bed, Bath & Beyond stores nationwide and online at www.bedbathandbeyond.com from August 2015 through October 2015 for about $20."
6645,16092,Dollar General stores nationwide and online at www.dollargeneral.com from July 2015 through December 2015 for about $10.
6647,16093,Specialty ski and snowboard shops and online from January 2015 through December 2015 for between $80 and $120.
6648,16094,Independent toy and music retailers and online at amazon.com and gogreentones.com from January 2015 through September 2015 for about $40.
6646,16095,"Bloomingdales, Macy?s, and WWRD Outlets and other department stores nationwide and online at www.amazon.com and www.wedgwood.com from April 2015 through December 2015 for between $75 and $95."
6643,16090,"Eastwood stores in Chicago, Parma, Ohio and Pottstown, Pa., in Eastwood?s catalog and online at www.eastwood.com and other websites from January 2015 through October 2015 for between $50 and $110."
6642,16091,"Home Depot, Lowes, specialty window shading dealers and online at SerenaShades.com from November 2013 through November 2015 for between $280 and $2,400."
6640,16089,"Microsoft stores, Best Buy, Costco and other stores nationwide, and online at www.microsoft.com, from February 2013 through March 15, 2015 for between $800 and $2,000 for the Surface Pro computer and between $64 and $80 for the power supply unit sold separately."
6641,16088,"ABC Warehouse, Boardman Furniture, Fred?s, Walmart stores nationwide, Dirt Devil via telephone and online at www.dirtdevil.com, www.ebay.com and www.walmart.com from February 2014 through November 2015 for between $45 and $70."
6649,16082,"Authorized Scubapro dealers nationwide from May 2015 through January 2016 for between $700 and $1,200."
6635,16085,H-E-B stores in Texas from September 2014 through December 2015 for between $20 and $250.
6638,16087,"buybuy Baby and Whole Foods nationwide and online at amazon.com, babyhaven.com, diapers.com, drugstore,com and target.com from June 2015 through December 2015 for about $15 for the 2-ounce size and $20 for the 4-ounce size."
6637,16725,"Online at Amazon.com, eBay.com and Renogy-store.com from May 2015 through October 2015 for about $300."
6636,16084,"Bed Bath & Beyond, Dollar General and other retail stores nationwide, online at Amazon.com and BuyAquaRug.com, by Tristar through direct response television commercials, and through a live television show on QVC, from July 2012 to September 2015 for between $18 and $28."
6639,16086,Lighting showrooms nationwide and online through lighting and home improvement websites from April 2013 to September 2015 for between $320 and $420.
6634,16083,"Distributors to schools, government agencies and other users from February 2015 to May 2015 for about $600."
6633,16724,"FSG, Grainger, Nedco, Standard Electric and other Lunera industrial/commercial retailers and online at www.1000bulbs.com and www.bulbs.com from October 2015 through December 2015 for about $25."
6630,16080,"Babies R Us, buybuy Baby, Target and other stores nationwide and online at Amazon.com, Diapers.com and other websites from April 2010 through January 2016 for about $500 for the stroller. The replacement top seats were sold by Britax from April 2010 through January 2016 for about $150."
6632,16723,"Sam?s Club stores nationwide and online at Amazon .com, Target.com and ToysRUs.com from November 2013 through November 2015 for between $55 and $80."
6631,16081,"Babies R Us, buybuy BABY, Target and other stores nationwide and online at Amazon.com, Diapers.com and other online retailers from November 2014 to January 2016 for between $210 and $250."
6626,16079,QVC televised shopping programs and online at QVC.com from November 2015 to December 2015 for about $55.
6629,16078,"Menards store in Ill., Ind., Iowa, Kan., Mich., Minn., Mo., Neb., N.D., Ohio, S.D. and Wis. from August 2015 through November 2015 for about $120."
6627,16076,"Walt Disney World� Resort in Lake Buena Vista, Florida, Disneyland� Resort in Anaheim, California, the Treasure Ketch Shop on the Disney Wonder� and Mickey?s Mainsail located on the Disney Magic�, Disney Dream� and Disney Fantasy� cruise ships from February 2015 through November 2015 for about $20."
6628,16077,"West Elm stores, online at www.westelm.com and the West Elm catalogue nationwide from July 2013 through November 2015 for between $370 and $500 for single stools and between $740 and $1,000 for a set of two."
